today;Acteur_Organisation_de_mise_en_uvre;Type_organisation;Bailleurs_de_fonds;Si_le_bailleur_est_autres_specifiez;province;zonesante;airesante;Titre_du_projet;menages_projet;femmes_projet;hommes_projet;enfants_projet;adultes_projet;vieux_projet;calculation;montant;devise_projet;si_devise_projet_autre;Indicateurs;Indicateurs/assistance_en_;Indicateurs/assistance_en__1;Indicateurs/accompagnement;Indicateurs/assistance_ave;Indicateurs/assistance_en__2;Indicateurs/assistance_en__3;Indicateurs/assistance_en__4;Indicateurs/assistance_en__5;Indicateurs/construction_r;Indicateurs/int_gration_de;Indicateurs/appui_en_b_che;Statut;modalite;M_canisme_de_distribution_espece;M_canisme_de_distrib_oupon_march_ouvert;M_canisme_de_distribution_coupon_foire;Mecanisme_de_distribution_mix;Mecanisme_de_distribution_mix/nature;Mecanisme_de_distribution_mix/especes__direc;Mecanisme_de_distribution_mix/especes_agence_m;Mecanisme_de_distribution_mix/compte_bancair_m;Mecanisme_de_distribution_mix/cheque_m;Mecanisme_de_distribution_mix/carte_retrait_m;Mecanisme_de_distribution_mix/carte_prepayee_m;Mecanisme_de_distribution_mix/argent_mobile_m;Mecanisme_de_distribution_mix/coupon_papier;Mecanisme_de_distribution_mix/coupon_electro;Mecanisme_de_distribution_mix/autre;Type_de_transfert;Nom_du_fournisseur_d_services_financiers;Focal_point_pour_le_rapport;Email;T_l_phone;__version__;_id;_uuid;_submission_time;_validation_status;_index;type_de_b_n_ficiaires;type_de_b_n_ficiaires.d_plac_s_inter;type_de_b_n_ficiaires.retourn_s;type_de_b_n_ficiaires.relocalis_s;type_de_b_n_ficiaires.expuls_s;type_de_b_n_ficiaires.familles_d_acc;type_de_b_n_ficiaires.rapatri_s_spon;type_de_b_n_ficiaires.rapatri_s_orga;type_de_b_n_ficiaires.autochtones_vu;type_de_b_n_ficiaires.victimes_de_ca
19/06/2019;OIM;nations_unies;option_2;;nord kivu;kirotshe;murambi;Contribuer à la protection des déplacés affectés par la crise dans  la Province du Nord Kivu à travers le soutien au processus de relocalisation et l’accompagnement au retour vers leurs zones d’origine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delphin SHUMBUSHA;dshumbusha@iom.int;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6093008;e2d31cc8-1df7-4508-bd52-815a97f401b1;2019-06-20T14:08:37;;11;d_plac_s_inter;1;0;0;0;0;0;0;0;0
19/06/2019;OIM;nations_unies;usaid_ofda;;nord kivu;masisi;nyabiondo;Réponse d'Urgence aux Personnes Déplacées internes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delphin SHUMBUSHA;dshumbusha@iom.int;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6093009;98f3f1f6-a2f6-4d84-b9ec-744aa4e05810;2019-06-20T14:08:42;;12;d_plac_s_inter;1;0;0;0;0;0;0;0;0
19/06/2019;OIM;nations_unies;usaid_ofda;;nord kivu;bambo;kabizo;Reponse d'urgence pour la protection des personnes déplacés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delphin SHUMBUSHA;dshumbusha@iom.int;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6093012;adfd79d5-36cf-41ea-925f-6bde8163511e;2019-06-20T14:09:01;;13;d_plac_s_inter;1;0;0;0;0;0;0;0;0
19/06/2019;OIM;nations_unies;autres;CANADA;nord kivu;masisi;kitsule;Aide d'urgence pour la protection des personnes déplacées;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delphin SHUMBUSHA;dshumbusha@iom.int;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6093013;20371287-ece5-4db3-9b8b-6726be4b8f81;2019-06-20T14:09:05;;14;d_plac_s_inter;1;0;0;0;0;0;0;0;0
20/06/2019;ADRA (Adventist Development and Relief Agency;ong_internatio;pooled_fund;;kasai;kamwesha;lunyeka;Appui multisectoriel à la résilience des populations vulnérables affectées par les conflits dans la zone de santé de Kamwesha''. (Consortium ADRA-PUI-AIDES).;500;250;250;;;;NaN;1498816;$US_projet;;assistance_en__1 construction_r;0;1;0;0;0;0;0;0;1;0;0;planifi;;;;;;;;;;;;;;;;;;;KAPALA Charles;charlesk@adradrcongo.org;820908090;vBi33PnLtfSLCFW7wLUgsr;6094106;12eead15-dbe0-4999-9f71-78997862689a;2019-06-20T14:24:01;;15;d_plac_s_inter;1;0;0;0;0;0;0;0;0
17/06/2019;Programe de Promotion des Soins de Santé (PPSSP;ong_nationale;autres;MInistère Allemand des Affaires Etrangères en partenariat avec DIAKONIE;ituri;lita;loga;Assistance Humanitaire Multisectoriel et Cash en Faveur des Populations Affectées par les conflits armés dans les Territoires de Djugu, Irumu et Béni, Province de l'Ituri et Nord - Kivu à l'Est de la République Démocratique du Congo;700;;;;;;NaN;;;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;SUMBUSO BAHEMUKA, Chef d'Antenne;ppsspituri@yahoo.fr;813521091;vBi33PnLtfSLCFW7wLUgsr;6097888;061cd84c-67f8-469e-a74f-67741ec25ec1;2019-06-21T08:57:56;;16;d_plac_s_inter;1;0;0;0;0;0;0;0;0
20/06/2019;OIM;nations_unies;usaid_ofda;;ituri;nizi;heritage;Rapid Assistance Program for Internally Displaced: R.A.P.I.D Fund for Eastern DRC;454;796;566;;;;NaN;43130;;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Joseph TSHIBAMBA;jtshibamba@iom.int;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6098339;ea82156f-d589-4896-b261-58354a80c1f5;2019-06-21T11:16:14;;17;d_plac_s_inter;1;0;0;0;0;0;0;0;0
20/06/2019;OIM;nations_unies;usaid_ofda;;ituri;nizi;ndjanga;Rapid Assistance Program for Internally Displaced: R.A.P.I.D Fund for Eastern DRC;454;796;566;;;;NaN;;;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Joseph TSHIBAMBA;ttshibamba@iom.int;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6098340;4309f83b-2291-4215-953a-86c0428ecb5a;2019-06-21T11:16:19;;18;d_plac_s_inter;1;0;0;0;0;0;0;0;0
20/06/2019;OIM;nations_unies;usaid_ofda;;ituri;nizi;kambe;Rapid Assistance Program for Internally Displaced: R.A.P.I.D Fund for Eastern DRC;454;796;466;;;;NaN;;;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Joseph TSHIBAMBA;jtshibamba@iom.int;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6098342;da8d2fc7-5972-4e09-85de-c7975bd8b076;2019-06-21T11:16:24;;19;d_plac_s_inter;1;0;0;0;0;0;0;0;0
20/06/2019;OIM;nations_unies;usaid_ofda;;ituri;nizi;ce 39 iga bar;Rapid Assistance Program for Internally Displaced: R.A.P.I.D Fund for Eastern DRC;454;796;566;;;;NaN;43130;;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Joseph TSHIBAMBA;jtshibamba@iom.int;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6098343;dba88b37-a44f-41ca-93b0-6c45b48d546d;2019-06-21T11:16:30;;20;d_plac_s_inter;1;0;0;0;0;0;0;0;0
20/06/2019;OIM;nations_unies;usaid_ofda;;ituri;nizi;ce 39 iga bar;CCCM, direct life-saving and protection assistance for affected populations in displacement sites in East and West DRC;500;876;624;;;;NaN;47500;;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Joseph TSHIBAMBA;jtshibamba@iom.int;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6098344;a419f3df-7bba-4d7e-8b9b-11bff32f7c7a;2019-06-21T11:16:35;;21;d_plac_s_inter;1;0;0;0;0;0;0;0;0
21/06/2019;OIM;nations_unies;autres;SIDA;ituri;nizi;kambe;CCCM, direct life-saving and protection assistance for affected populations in displacement sites in Eastern DRC;500;724;515;;;;1239;45000;$US_projet;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Joseph TSHIBAMBA;jtshibamba@iom.int;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6098634;94a97a8a-8358-445f-a83b-dabf9a8fbcad;2019-06-21T12:53:06;;22;d_plac_s_inter;1;0;0;0;0;0;0;0;0
21/06/2019;OIM;nations_unies;autres;SIDA;ituri;nizi;ce 39 iga bar;CCCM, direct life-saving and protection assistance for affected populations in displacement sites in Eastern DRC;500;876;624;;;;1500;;$US_projet;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Joseph TSHIBAMBA;jtshibamba@iom.int;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6098635;749b729d-fc30-4b1e-a8ee-140e57db55bc;2019-06-21T12:53:11;;23;;;;;;;;;;
21/06/2019;OIM;nations_unies;autres;SIDA;ituri;nizi;ndjanga;CCCM, direct life-saving and protection assistance for affected populations in displacement sites in Eastern DRC;500;876;624;;;;1500;45000;$US_projet;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Joseph TSHIBAMBA;jtshibamba@iom.iint;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6098636;31e3cd86-91db-4817-a7f5-04673b033b91;2019-06-21T12:53:19;;24;;;;;;;;;;
21/06/2019;OIM;nations_unies;autres;SIDA;ituri;nizi;lopa;CCCM, direct life-saving and protection assistance for affected populations in displacement sites in Eastern DRC;500;876;624;;;;1500;45000;$US_projet;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Joseph TSHIBAMBA;jtshibamba@iom.int;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6098638;82aca3ea-d6da-4be5-b593-907e032b396a;2019-06-21T12:53:29;;25;d_plac_s_inter;1;0;0;0;0;0;0;0;0
25/06/2019;ACTED;ong_internatio;pooled_fund;;haut katanga;pweto;kasama;Assistance multisectorielle au profit des populations déplacées, retournées et hôtes affectées par les conflits dans le territoire de Pweto, Haut Katanga;900;2370;2278;2716;1750;182;4648;89612;$US_projet;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Laschoni SOKI;kinshasa.reporting@acted.org;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6167975;0d8363c3-8850-4065-8e2e-170be77abf6c;2019-06-26T15:07:02;;26;d_plac_s_inter;1;0;0;0;0;0;0;0;0
26/06/2019;ACTED;ong_internatio;pooled_fund;;haut katanga;pweto;santé;Appui au renforcement des capacités de résilience des populations les plus vulnérables dans les provinces du Tanganyika et Haut Katanga à travers une approche multisectorielle holistique;1075;2950;3500;3800;2650;150;6450;322500;$US_projet;;assistance_en__1;0;1;0;0;0;0;0;0;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Laschoni SOKI;kinsahasa.reporting@acted?org;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6168298;23e76bf2-1f66-4568-8638-7ac91ad4d005;2019-06-26T15:28:17;;27;d_plac_s_inter;1;0;0;0;0;0;0;0;0
27/06/2019;NRC;ong_internatio;option_5;;kasai central;yangala;kaleka;Protection et reintegration des deplaces internes et refoules d'Angola au Kasai, Kasai Central et Lomami;356;1;;;;;NaN;;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;planifi;;;;;;;;;;;;;;;;;;;Mvuama Jo Diakabana;mvuama.diakabana@nrc.no;817988767;vBi33PnLtfSLCFW7wLUgsr;6174526;bc3e1db5-5870-4824-8af4-0bed12b492d4;2019-06-27T10:37:22;;28;d_plac_s_inter;1;0;0;0;0;0;0;0;0
27/06/2019;NRC;ong_internatio;option_5;;kasai central;yangala;kalenga nganyi;Protection et réintégration des déplacés internes et refoules d'Angola au Kasai, Kasai Central et Lomami;3700;;;;;;NaN;2540000;$US_projet;;assistance_en__1 accompagnement assistance_en__5;0;1;1;0;0;0;0;1;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6174978;05c0fde5-9caf-4bca-af73-1dd92d0b8277;2019-06-27T10:52:08;;29;d_plac_s_inter;1;0;0;0;0;0;0;0;0
27/06/2019;NRC;ong_internatio;option_5;;kasai central;yangala;tshiwayi;Protection et réintégration des déplacés internes et refoules d'Angola au Kasai, Kasai Central et Lomami;3700;;;;;;NaN;2540000;$US_projet;;assistance_en__1 accompagnement construction_r;0;1;1;0;0;0;0;0;1;0;0;planifi;;;;;;;;;;;;;;;;;;;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6175006;91d77dd6-cb1c-4d09-bb45-1cd366fadfe4;2019-06-27T10:55:30;;30;d_plac_s_inter;1;0;0;0;0;0;0;0;0
27/06/2019;CONCERN WORLDWIDE;ong_internatio;usaid_ofda;;tanganyika;nyunzu;muhuya;Assistance humanitaire aux personnes déplacées et retournées dans la province de Tanganyika;576;202;334;;334;40;536;71998;$US_projet;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Jessica Frey;jessica.frey@concern.net;813105223;vBi33PnLtfSLCFW7wLUgsr;6177147;4597b6ee-0a90-4983-a017-f52bbb3a9029;2019-06-27T13:27:05;;31;d_plac_s_inter;1;0;0;0;0;0;0;0;0
27/06/2019;NRC;ong_internatio;usaid_ofda;;ituri;gety;gety;Réponse intégrée abri et protection aux personnes les plus vulnérables parmi les délocalisées/ retournées dans les provinces du Nord-Kivu, du Sud-Kivu, du Tanganyika et de l'Ituri en République démocratique du Congo (RDC);15680;;;;;;NaN;1568000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;planifi;;;;;;;;;;;;;;;;;;;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6177885;48f04125-af04-4a14-8495-413b6750e4be;2019-06-27T14:27:12;;32;d_plac_s_inter;1;0;0;0;0;0;0;0;0
27/06/2019;Concern Worldwide;ong_internatio;usaid_ofda;;haut katanga;pweto;santé;Assistance humanitaire aux personnes déplacées et retournées dans la province de Tanganyika;135;47;78;;78;10;125;3780;$US_projet;;assistance_en_;1;0;0;0;0;0;0;0;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Jessica Frey;jessica.frey@concern.net;815732180;vBi33PnLtfSLCFW7wLUgsr;6179067;60be49cf-c4b5-4fd9-a573-20c103d16418;2019-06-27T18:10:43;;33;;;;;;;;;;
27/06/2019;Concern Worldwide;ong_internatio;usaid_ofda;;haut katanga;pweto;kapulo;Assistance humanitaire aux personnes déplacées et retournées dans la province de Tanganyika;224;78;130;;208;16;208;6272;$US_projet;;assistance_en_ assistance_en__4;1;0;0;0;0;0;1;0;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Jessica FREY;jessica.frey@concern.net;815732180;vBi33PnLtfSLCFW7wLUgsr;6179068;3c10c99f-1fe3-4a97-84bb-e023a0a91f83;2019-06-27T18:10:47;;34;;;;;;;;;;
27/06/2019;CONCERN WORLDWIDE;ong_internatio;usaid_ofda;;haut katanga;pweto;chalanshi;Assistance humanitaire aux personnes déplacées et retournées dans la province de Tanganyika;141;49;82;;131;10;131;3948;$US_projet;;assistance_en__4;0;0;0;0;0;0;1;0;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Jessica Frey;jessica.frey@concern.net;815732180;vBi33PnLtfSLCFW7wLUgsr;6179069;ecfa3671-8037-49c6-be5c-51aed6f52dc2;2019-06-27T18:10:51;;35;;;;;;;;;;
27/06/2019;CONCERN WORLDWIDE;ong_internatio;usaid_ofda;;tanganyika;kabalo;kamubangwa;Assistance humanitaire aux personnes déplacées et retournées dans la province de Tanganyika;382;134;221;;355;27;355;22920;$US_projet;;assistance_en_ assistance_en__1;1;1;0;0;0;0;0;0;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Jessica Frey;Jessica.frey@concern.net;815732180;vBi33PnLtfSLCFW7wLUgsr;6179070;ee3737f5-f7a2-428e-9f64-0f5b0e0b7765;2019-06-27T18:10:56;;36;;;;;;;;;;
27/06/2019;CONCERN WORLDWIDE;ong_internatio;usaid_ofda;;tanganyika;kabalo;katutu;Assistance humanitaire aux personnes déplacées et retournées dans le Tanganyika;137;48;79;;127;10;127;;$US_projet;;assistance_en_ assistance_en__1;1;1;0;0;0;0;0;0;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Jessica Frey;jessica.frey@concern.net;815732180;vBi33PnLtfSLCFW7wLUgsr;6179071;268b04c3-5521-4204-ae7b-3a8a5b247760;2019-06-27T18:11:01;;37;;;;;;;;;;
27/06/2019;CONCERNWORLDWIDE;ong_internatio;usaid_ofda;;tanganyika;kabalo;kibula;Assistance humanitaire aux personnes déplacées et retournées dans la province de Tanganyika;242;85;140;;225;17;225;14520;$US_projet;;assistance_en_ assistance_en__1 assistance_en__4;1;1;0;0;0;0;1;0;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Jessica Frey;jessica.frey@concern.net;815732180;vBi33PnLtfSLCFW7wLUgsr;6179072;221a20a0-41d9-4fcf-bc4f-ac09ecda3c95;2019-06-27T18:11:05;;38;;;;;;;;;;
27/06/2019;CONCERN WORLDWIDE;ong_internatio;usaid_ofda;;haut lomami;lwamba;kabumbulu;Assistance humanitaire aux personnes déplacées et retournées;239;84;138;222;;17;222;6692;$US_projet;;assistance_en__4;0;0;0;0;0;0;1;0;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Jessica Frey;jessica.frey@concern.net;815732180;vBi33PnLtfSLCFW7wLUgsr;6179073;08c67b1b-3b09-456d-ab4b-b77a05debec4;2019-06-27T18:11:09;;39;;;;;;;;;;
27/06/2019;CONCERN WORLDWIDE;ong_internatio;usaid_ofda;;haut lomami;lwamba;kilumba ngoy;Assistance humanitaire aux personnes déplacées et retiournées;138;46;82;;130;10;128;3864;$US_projet;;assistance_en__4;0;0;0;0;0;0;1;0;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Jessica FREY;jessica.frey@concern.net;815732180;vBi33PnLtfSLCFW7wLUgsr;6179074;2fa53819-97d1-4b07-9ef5-dc9fb090391b;2019-06-27T18:11:14;;40;;;;;;;;;;
27/06/2019;CONCERNWORLDWIDE;ong_internatio;usaid_ofda;;tanganyika;nyunzu;masamba;Assistance Humanitaire aux personnes déplacées et retournées dans la province de Tanganyika;250;88;144;;232;18;232;15000;$US_projet;;assistance_en__1 assistance_en__4;0;1;0;0;0;0;1;0;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Jessica Frey;jessica.frey@concern.net;815732180;vBi33PnLtfSLCFW7wLUgsr;6179075;762403a4-2b61-438c-b8af-3b5b7a1c0589;2019-06-27T18:11:18;;41;;;;;;;;;;
